"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"4677",49.4095288265107,-1.321652987953,0.268982366181045,1.7486854856581e-07,1.92182551479822e-06
"12913",11.9554737007826,-4.76805259022536,0.989578816986456,1.7732466230524e-07,1.94241842732061e-06
"7759",10.314448767437,-3.78043630939954,0.784917281016412,1.79995770248575e-07,1.97006035000532e-06
"7781",67.5059650998033,-1.17507822273548,0.23786676960899,1.81144934493761e-07,1.98101288198013e-06
"7138",50.9824741372234,-1.27931904412612,0.260431924459682,1.81328453281919e-07,1.98139576059571e-06
"8761",58.8486309360056,-1.13365021231649,0.228815679641476,1.83594232367807e-07,2.00451247811071e-06
"3700",53.5944335007806,-1.167392642311,0.23622729353278,1.83868736127399e-07,2.00586809273242e-06
"7299",98.0554321060815,-1.05530006200929,0.212483641735182,1.87565318455943e-07,2.04452326702548e-06
"11826",27.84767803293,-2.11207040972793,0.442812587894264,1.93605122387118e-07,2.10643825219085e-06
"14582",29.6436035988333,-1.61043583402034,0.33410443514906,1.95087780252222e-07,2.11786913272998e-06
"5274",285.450783574622,-1.26475255750824,0.257627284961121,1.95642189985495e-07,2.12216105592396e-06
"6002",52.6100946266346,-1.17536655047582,0.238625678302519,1.96103596360906e-07,2.12371281059026e-06
