"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"20616",3.38102884615385,-2.56217159763314,3.68895266763708,0.0024444729435875,0.0206062354771104,-2.24202097541946
"33774",1.32032980769231,-0.0319260355029585,3.68384831074402,0.00246926204956267,0.0207236249537136,-2.2521442564875
"36796",3.0077,-1.57992307692308,3.68373174414331,0.00246983111280029,0.0207236249537136,-2.25237543795681
"24146",1.22116153846154,-0.0285917159763314,3.6754280276422,0.00251071219614893,0.0209556881643461,-2.26884373009607
"11054",1.21743846153846,-0.0578313609467456,3.67377196106141,0.00251894694201116,0.0209996926393649,-2.2721280839053
"12530",4.76986057692308,-1.36849112426036,3.66779834090283,0.00254887835803105,0.0211938557106452,-2.28397502110306
"42232",2.76887211538461,-0.00892899408284047,3.65947243407809,0.00259119743539485,0.021426727884074,-2.30048672571133
"3658",1.0229375,-0.221307692307692,3.65808537791647,0.00259831634654784,0.0214608983942799,-2.30323745627217
"29634",2.91418461538461,-2.13662130177515,3.65266619411525,0.00262631984310766,0.0216094755661354,-2.3139843476733
"13391",3.2082625,-1.44461538461538,3.6501533545447,0.00263940826709359,0.0216522656453286,-2.31896753794795
"36785",2.70336538461538,-0.556494082840237,3.64927855999879,0.00264398020064424,0.0216637547614474,-2.32070232403083
"1039",1.22497884615385,-0.662171597633136,3.64830728351816,0.00264906575955082,0.0216997403818487,-2.32262843426893
"3801",1.23742019230769,-0.374266272189349,3.64638351455526,0.00265916774110264,0.0217534694376313,-2.32644338222596
"7094",3.94310865384615,-2.89086686390533,3.64275851896696,0.00267830907662766,0.0218453954175154,-2.33363187880363
"28752",3.34419615384615,-1.68140532544379,3.64084717110168,0.00268845773841251,0.0218983446119753,-2.33742210376039
"20628",4.31298557692307,-1.55279881656805,3.63897441477191,0.00269843919877333,0.0219497898964743,-2.34113576871185
"20587",3.84646730769231,-1.19992603550296,3.63537655655899,0.00271772039095368,0.0220508794262808,-2.34827020657165
"15332",1.02476730769231,-0.140695266272189,3.6336989261953,0.00272675848648113,0.0220951072757737,-2.35159685001075
"34414",1.11453269230769,-0.0152278106508876,3.63057257047318,0.00274368261192451,0.0221972016581481,-2.35779615371111
