,log2FoldChange,AveExpr,t,P.Value,padj,B
24066,-0.263452877,1.10921732,-0.971359288,0.337997573,0.466164328,-7.160021999
9204,-0.11746875,-0.062491013,-0.971033355,0.338157573,0.466365654,-7.1603383
35073,0.265782738,0.386224673,0.971000489,0.33817371,0.466365654,-7.160370189
26478,-0.184873313,0.522965278,-0.970989543,0.338179084,0.466365654,-7.160380809
18760,0.140698214,0.04757067,0.970972785,0.338187312,0.466365654,-7.160397069
4506,0.222397024,0.023223856,0.970915243,0.338215567,0.466389528,-7.160452896
28199,0.230547817,-0.568267157,0.97072722,0.338307901,0.466501762,-7.160635297
4444,0.404342063,2.22234518,0.97063672,0.338352349,0.46654796,-7.160723078
26474,-0.41546121,1.868613154,-0.970547545,0.338396151,0.466569967,-7.160809567
8204,-0.138259524,0.685227941,-0.970541673,0.338399035,0.466569967,-7.160815261
4406,0.451993948,2.608436683,0.970527146,0.338406171,0.466569967,-7.160829351
1003,-0.340277183,-0.043001634,-0.970515088,0.338412094,0.466569967,-7.160841044
20709,0.25489256,0.465538399,0.970371137,0.338482811,0.46665237,-7.160980638
19048,0.150749405,-0.259851716,0.970238667,0.338547897,0.466727006,-7.161109082
5558,0.169840179,-0.126848448,0.970103374,0.338614378,0.466803559,-7.161240245
23364,-0.37474127,2.430157271,-0.969879054,0.338724626,0.466940441,-7.16145768
14494,0.258119345,0.320660131,0.969770473,0.338777999,0.466998914,-7.161562912
34633,0.261143353,0.22700531,0.969734642,0.338795613,0.467008092,-7.161597635
14451,0.092927778,0.341308824,0.969660443,0.33883209,0.467043269,-7.161669535
20624,0.444151091,2.446053105,0.969543663,0.338889507,0.467107306,-7.161782689
14256,0.141413095,-0.022591912,0.969366739,0.338976505,0.467212112,-7.161954092
25670,-0.134330556,-0.585947304,-0.96916817,0.339074165,0.467329771,-7.162146431
31871,-0.383721131,1.967724265,-0.969143389,0.339086354,0.467329771,-7.162170432
8830,-0.097560417,-0.634278186,-0.969116115,0.33909977,0.467329771,-7.162196846
14528,-0.11392619,-0.726169118,-0.969100292,0.339107553,0.467329771,-7.16221217
11056,0.143593056,0.157943219,0.969081716,0.339116691,0.467329771,-7.16223016
12994,0.158995833,-0.292263072,0.968797757,0.339256392,0.467507176,-7.162505121
8627,-0.113802381,-0.606488971,-0.968765316,0.339272354,0.467507808,-7.162536529
11951,0.163719544,0.351088235,0.968752243,0.339278787,0.467507808,-7.162549186
10879,-0.087950794,0.021126634,-0.968412632,0.339445925,0.467700006,-7.16287792
5094,-0.180469147,-0.160792075,-0.968383749,0.339460143,0.467700006,-7.162905873
40941,-0.135211706,-0.068965686,-0.968370231,0.339466797,0.467700006,-7.162918955
27319,-0.110135714,-0.187583333,-0.968360547,0.339471564,0.467700006,-7.162928327
30718,0.09574246,-0.093821078,0.968357361,0.339473132,0.467700006,-7.162931411
31749,-0.169208631,-1.09469567,-0.968281944,0.339510258,0.467736037,-7.163004393
24524,-0.12563254,0.35489951,-0.968245313,0.339528291,0.467745763,-7.16303984
22938,-0.151361012,0.15866585,-0.968115933,0.33959199,0.467818396,-7.163165027
8555,0.161486905,0.266130719,0.967971872,0.339662926,0.467900994,-7.1633044
17599,-0.372461607,0.660861928,-0.967938939,0.339679144,0.467908213,-7.163336259
22284,0.412305456,-0.800891748,0.967879832,0.339708252,0.467933187,-7.163393435
7282,0.517423413,2.03969281,0.967628727,0.339831932,0.468088424,-7.163636301
32746,-0.114639286,0.994665033,-0.967444039,0.339922918,0.468198619,-7.163814892
22474,0.33002877,1.843991422,0.967418266,0.339935616,0.468200979,-7.16383981
23992,-0.271054861,-0.273326797,-0.967326137,0.33998101,0.468243258,-7.163928883
37208,-0.303443155,1.371546569,-0.967311377,0.339988283,0.468243258,-7.163943153
12451,0.247201984,0.314547386,0.967235931,0.340025461,0.468275154,-7.164016089
11318,-0.283588294,0.897013072,-0.96721979,0.340033415,0.468275154,-7.164031693
38255,-0.317461607,0.121647876,-0.967095589,0.340094625,0.468344316,-7.164151748
10394,-0.181861111,0.303761846,-0.967039511,0.340122264,0.468367246,-7.16420595
19193,0.117358631,-1.02974183,0.966954891,0.340163973,0.46840955,-7.164287732
8689,-0.116263095,0.020964461,-0.966871784,0.34020494,0.468450828,-7.164368046
16257,0.1520875,0.314710376,0.966831646,0.340224727,0.46846294,-7.164406833
36240,-0.144176389,-0.132363971,-0.966652055,0.34031327,0.46856972,-7.164580359
7489,-0.175822421,0.629685866,-0.966560132,0.340358597,0.468616991,-7.164669166
1833,-0.240998016,0.489897467,-0.966508962,0.34038383,0.468628839,-7.164718597
13619,-0.188045139,-0.299489379,-0.966498091,0.340389191,0.468628839,-7.164729099
33542,-0.312151091,0.256216503,-0.966418486,0.340428449,0.46866775,-7.164805994
20773,-0.121843155,0.760188317,-0.966377549,0.340448638,0.468680407,-7.164845535
9725,-0.155796429,0.713386029,-0.966322958,0.340475563,0.468702336,-7.164898263
28043,-0.213052083,-0.398626634,-0.966154292,0.34055876,0.468801725,-7.165061152
35733,0.165799206,-0.284617239,0.966047557,0.340611416,0.468859067,-7.165164218
23346,-0.367711111,2.169286765,-0.965987561,0.340641017,0.46888467,-7.165222146
29272,-0.121897421,-0.247347222,-0.965939411,0.340664774,0.468902228,-7.165268634
28395,-0.178609623,-0.3941875,-0.965782195,0.340742351,0.468984031,-7.16542041
16167,-0.607591071,0.655769608,-0.965774375,0.34074621,0.468984031,-7.165427959
19949,-0.102518155,0.483022059,-0.965670821,0.340797315,0.469032926,-7.165527916
23181,-0.212438591,-1.686187908,-0.965657797,0.340803743,0.469032926,-7.165540486
37323,-0.124241766,0.126696487,-0.965529817,0.340866911,0.469104714,-7.165664005
10130,-0.178882242,-0.27806781,-0.965458433,0.340902148,0.46913806,-7.165732894
2466,-0.147255556,-0.127969363,-0.965311638,0.340974616,0.469217029,-7.165874542
23025,-0.151291667,0.061661765,-0.965285108,0.340987714,0.469217029,-7.16590014
95,-0.213243155,0.094737745,-0.965275303,0.340992555,0.469217029,-7.165909601
32902,-0.139598313,-0.878257353,-0.965196078,0.341031672,0.469255706,-7.165986037
11371,-0.15921875,-0.210258578,-0.965010201,0.34112346,0.469366853,-7.166165349
20551,-0.104487798,-0.255315359,-0.964971404,0.34114262,0.469378064,-7.166202771
3612,-0.121933929,0.322112745,-0.96492318,0.341166437,0.469395682,-7.166249284
28250,-0.301574901,0.541471405,-0.964844086,0.341205503,0.469434278,-7.166325568
82,-0.403464087,2.077801062,-0.96480192,0.34122633,0.469438989,-7.166366233
25562,-0.127895139,0.730906046,-0.964792559,0.341230954,0.469438989,-7.166375261
1437,-0.247992163,-0.079230392,-0.964676539,0.341288266,0.46950268,-7.166487141
13897,-0.094647917,-0.739303922,-0.964529149,0.341361084,0.469587698,-7.166629255
6047,-0.182909425,-0.137224673,-0.964488069,0.341381381,0.469600464,-7.166668861
36368,-0.172126488,-0.481747141,-0.964453779,0.341398324,0.46960389,-7.16670192
19905,0.139355853,-0.217778595,0.964436397,0.341406913,0.46960389,-7.166718677
38003,-0.320565476,-0.179803105,-0.964416138,0.341416924,0.46960389,-7.166738207
35141,0.16186121,-0.412145016,0.96431992,0.34146447,0.469654133,-7.166830959
5346,0.598516964,2.341564134,0.964255613,0.341496251,0.469679752,-7.166892945
14841,0.163860218,-0.216058007,0.964237637,0.341505135,0.469679752,-7.166910271
24816,-0.18208998,-0.524713644,-0.964111515,0.341567471,0.469750327,-7.167031827
26593,-0.151558333,-0.63852165,-0.964082981,0.341581575,0.469754567,-7.167059325
13819,-0.127746329,-0.227852124,-0.963975097,0.341634904,0.469806282,-7.167163289
23586,-0.11627748,-0.298829657,-0.963962313,0.341641224,0.469806282,-7.167175607
25389,0.17078621,-0.52754085,0.963931985,0.341656217,0.469811742,-7.167204831
1627,-0.133636508,-0.451382353,-0.963858072,0.341692758,0.469846833,-7.167276048
34413,0.275651389,-2.565481209,0.963807644,0.34171769,0.469865958,-7.167324634
27558,-0.161218948,-0.069439134,-0.963663801,0.341788815,0.469948596,-7.16746321
23380,-0.426795437,1.09857598,-0.963561597,0.341839357,0.470002928,-7.167561659
22683,0.252094048,0.078182598,0.963526088,0.341856918,0.470011912,-7.167595862
15877,-0.11078125,-0.005035948,-0.963502039,0.341868812,0.470013104,-7.167619025
23126,-0.157748413,-0.509981618,-0.963411245,0.341913718,0.47005968,-7.167706469
5058,0.191129067,0.250934232,0.963376034,0.341931135,0.470068462,-7.16774038
15265,-0.698199206,1.38215482,-0.963288901,0.341974235,0.470112553,-7.167824289
3613,-0.154697817,0.625253676,-0.963220029,0.342008306,0.470144226,-7.167890607
25693,-0.345698016,-0.039076797,-0.963038981,0.342097879,0.470252193,-7.168064921
937,-0.132520933,0.772872141,-0.962993924,0.342120173,0.470267673,-7.168108297
11370,-0.186720536,-0.309434232,-0.962917563,0.342157959,0.470304445,-7.168181805
36537,-0.114273909,0.929573121,-0.962843474,0.342194624,0.470336255,-7.168253121
21964,0.219237302,0.214526961,0.962826203,0.342203171,0.470336255,-7.168269744
26304,-0.120855159,0.549680556,-0.962792036,0.34222008,0.47034433,-7.16830263
22623,-0.185885813,-1.264425245,-0.962687876,0.342271633,0.470400015,-7.168402878
22259,-0.143897817,-0.411557598,-0.962610379,0.342309992,0.470423982,-7.168477457
26770,-0.35005496,-0.263486111,-0.962608052,0.342311144,0.470423982,-7.168479697
8679,-0.179562599,-0.344935458,-0.962515976,0.342356723,0.47047145,-7.168568297
26238,-0.115448909,-0.137221814,-0.962465591,0.342381667,0.47049056,-7.168616778
14990,0.088058234,0.232175245,0.962391877,0.342418162,0.47052554,-7.168687702
27350,-0.209825,0.722801471,-0.96223511,0.342495783,0.47061703,-7.168838516
25850,-0.153752679,0.063656046,-0.961968121,0.342628007,0.470770974,-7.169095314
15139,-0.129869246,0.154966095,-0.961964285,0.342629907,0.470770974,-7.169099003
13413,0.362201984,0.046337827,0.961941443,0.342641221,0.470771344,-7.16912097
26296,-0.132282738,-0.472115196,-0.961858435,0.342682338,0.470809251,-7.169200794
24808,-0.308268452,-0.098414624,-0.961841146,0.342690902,0.470809251,-7.169217419
3514,0.401581647,0.29446201,0.961705338,0.342758182,0.470886506,-7.169348001
34803,-0.47776994,1.244849673,-0.961460874,0.342879311,0.471037733,-7.169583014
26390,-0.122213393,0.651081699,-0.961428915,0.342895148,0.471044308,-7.169613732
5620,-0.110635119,2.045865196,-0.961397965,0.342910486,0.471050196,-7.169643481
40191,0.238772321,-0.882678513,0.961371314,0.342923694,0.471053159,-7.169669097
29905,-0.272036607,0.162739788,-0.961305662,0.342956231,0.471082672,-7.169732195
17506,-0.165830952,-0.127229167,-0.961253128,0.342982268,0.471103255,-7.169782683
31440,0.370919643,-1.737164216,0.961157572,0.343029633,0.471153129,-7.16987451
29351,-0.082182738,-0.019842729,-0.961078907,0.343068628,0.471191506,-7.169950099
29039,-0.1901625,1.921256127,-0.960916566,0.343149111,0.471276495,-7.170106074
983,-0.382061806,0.364068627,-0.960909489,0.34315262,0.471276495,-7.170112873
30750,0.344706349,2.530889297,0.960644402,0.343284069,0.471441833,-7.170367508
36308,-0.115849107,0.207830065,-0.960491646,0.343359832,0.471530688,-7.170514211
16815,-0.116047421,-0.647934232,-0.960447876,0.343381543,0.471545311,-7.170556243
19354,0.317315774,0.506660131,0.960353658,0.34342828,0.471594299,-7.170646712
21054,-0.239583929,0.68060335,-0.960319874,0.34344504,0.471602119,-7.17067915
20285,0.174591865,0.325676879,0.960133985,0.343537266,0.471699548,-7.170857613
40245,-0.428329563,-1.535318219,-0.960132254,0.343538125,0.471699548,-7.170859275
40718,0.269906052,-0.350472631,0.960099555,0.34355435,0.47170663,-7.170890665
26576,0.190844841,0.026424837,0.96001502,0.343596298,0.471742042,-7.170971808
2281,-0.201553968,0.151008578,-0.960002972,0.343602276,0.471742042,-7.170983372
11184,0.183063095,0.263713644,0.959842859,0.343681738,0.471833396,-7.171137043
20059,0.132142262,-0.417659314,0.959824288,0.343690955,0.471833396,-7.171154866
929,-0.107622123,0.476839869,-0.959758395,0.343723661,0.471863097,-7.171218099
27767,0.224844246,-0.408153186,0.959530337,0.343836872,0.472003311,-7.17143692
8622,-0.112270635,0.420537582,-0.959435954,0.343883732,0.472050455,-7.171527467
31186,0.188294444,-0.668185049,0.959416556,0.343893363,0.472050455,-7.171546075
18766,-0.170151091,-0.746625408,-0.959328365,0.343937154,0.472095362,-7.171630672
26840,-0.148117163,0.124693219,-0.959218742,0.343991592,0.472154879,-7.171735816
37985,-0.177640079,-0.440211193,-0.959185013,0.344008343,0.47216255,-7.171768165
19059,-0.111906944,0.273077614,-0.959162878,0.344019336,0.47216255,-7.171789393
31807,-0.19581498,-0.130966503,-0.959130754,0.34403529,0.472169244,-7.171820201
31483,-0.370807143,2.475778595,-0.959101148,0.344049995,0.472174222,-7.171848593
9382,0.189918155,0.475857843,0.959018829,0.344090882,0.472215131,-7.171927532
24893,-0.147435714,-0.171711601,-0.958914895,0.34414251,0.472270777,-7.17202719
5828,-0.103330456,-0.013781863,-0.958757908,0.344220501,0.472362597,-7.172177698
17549,-0.135861905,-0.177752859,-0.958701298,0.344248627,0.472385986,-7.172231967
9652,-0.132097222,-0.601670752,-0.958594525,0.344301682,0.472443579,-7.172334315
1237,-0.294583135,-1.350185049,-0.958530548,0.344333474,0.472471993,-7.172395635
29970,0.098002282,-0.123110703,0.958409223,0.344393769,0.472539515,-7.172511911
39953,-0.181855258,-0.922407271,-0.958272388,0.344461782,0.47261762,-7.172643035
13764,-0.386379365,-0.498922386,-0.958240322,0.344477721,0.472624276,-7.17267376
15821,-0.13757877,-0.425398693,-0.958201854,0.344496843,0.472635298,-7.172710617
24285,-0.512239385,2.143049428,-0.958144571,0.344525319,0.472659152,-7.1727655
13933,0.302819544,0.045438317,0.958110666,0.344542175,0.472667063,-7.172797984
22050,0.285084722,-0.60020384,0.958070763,0.344562013,0.472670299,-7.172836211
27058,-0.137887996,-0.599379493,-0.958043198,0.344575718,0.472670299,-7.172862619
37143,0.275692063,-1.008283905,0.958039006,0.344577802,0.472670299,-7.172866635
32584,-0.308346627,0.681653186,-0.957981073,0.344606606,0.472694599,-7.172922132
22610,-0.258001786,0.744141748,-0.957938379,0.344627834,0.472708505,-7.172963028
15572,-0.095854167,-0.243462418,-0.957913427,0.344640241,0.472710311,-7.172986929
16622,-0.156304167,-1.039945261,-0.957586429,0.344802863,0.472918147,-7.173300096
12219,-0.095563194,0.140449755,-0.957195323,0.344997434,0.473169787,-7.173674525
19391,-0.162120933,1.085651961,-0.957129936,0.345029971,0.473199185,-7.173737109
14897,0.321821032,2.073606209,0.957059086,0.345065228,0.473232313,-7.173804919
18186,0.138224802,-0.039957516,0.956924966,0.345131977,0.473308625,-7.173933269
13502,0.110904762,0.040368056,0.956860605,0.345164011,0.473337327,-7.173994855
12663,0.210772024,0.29482598,0.956816174,0.345186127,0.473351835,-7.174037368
20465,-0.113488492,0.396256944,-0.95679473,0.345196801,0.473351835,-7.174057886
3961,-0.130895536,-0.03055719,-0.956739187,0.34522445,0.47337452,-7.174111028
29009,0.134622123,-0.151618056,0.956670271,0.345258757,0.473406333,-7.17417696
8737,-0.354839881,0.799686683,-0.956586956,0.345300236,0.473447977,-7.174256663
19326,0.122512798,-0.129926471,0.956373608,0.345406467,0.473578399,-7.17446073
22368,0.12320377,-0.183173203,0.956329025,0.345428669,0.473593605,-7.174503368
21554,0.297945734,-0.117086601,0.956276128,0.345455012,0.473614488,-7.174553954
35561,-0.181212698,-0.448816993,-0.956196542,0.345494649,0.473653595,-7.174630059
12887,-0.092780952,-0.17888031,-0.956021607,0.345581785,0.473757815,-7.174797322
22301,-0.262820238,-1.292210376,-0.955995392,0.345594844,0.473760481,-7.174822386
8902,0.543340179,2.146459559,0.955928034,0.3456284,0.473783273,-7.17488678
10225,0.337411806,-0.325921977,0.955917393,0.345633701,0.473783273,-7.174896953
25219,0.129483829,-0.167676879,0.955784259,0.345700032,0.473858958,-7.175024215
26325,-0.210507143,-1.780487745,-0.9557564,0.345713913,0.473862746,-7.175050843
7735,-0.277279067,0.515276961,-0.955703722,0.345740161,0.47387746,-7.175101192
15117,-0.144968948,1.291828431,-0.955689363,0.345747316,0.47387746,-7.175114916
22260,-0.120513591,-0.288775327,-0.955667923,0.345758,0.47387746,-7.175135407
6479,-0.185222619,-0.092447304,-0.95545812,0.345862558,0.47400552,-7.1753359
27804,0.514821329,2.798577614,0.955273443,0.345954612,0.474116435,-7.175512348
25378,-0.180678373,2.788550245,-0.955211136,0.345985672,0.474136983,-7.17557187
32888,0.152628373,-0.406904412,0.95519874,0.345991852,0.474136983,-7.175583712
29246,-0.098546726,-0.64982598,-0.954938551,0.346121582,0.474299512,-7.175832233
12682,-0.484960813,1.983417892,-0.954820906,0.34618025,0.474364656,-7.175944582
6650,-0.17226627,1.197776552,-0.954740187,0.346220508,0.474404569,-7.176021659
33704,0.084890873,-0.387586601,0.954691889,0.346244597,0.474422326,-7.176067775
5782,-0.186305853,0.370569853,-0.954542152,0.346319288,0.474499653,-7.176210733
11990,-0.08852252,-0.088588644,-0.954534116,0.346323297,0.474499653,-7.176218405
5129,0.192332044,0.351312908,0.954455787,0.346362373,0.474537938,-7.176293178
4903,-0.262584524,0.392811683,-0.954067189,0.346556277,0.474786354,-7.176664052
39085,-0.462153671,0.121241013,-0.954047772,0.346565968,0.474786354,-7.17668258
32820,0.175601488,-0.090894199,0.953618739,0.346780136,0.475044642,-7.17709187
23670,-0.136144742,-1.511408905,-0.953616721,0.346781144,0.475044642,-7.177093795
33602,-0.135033929,-0.36789665,-0.953603112,0.346787939,0.475044642,-7.177106774
12798,-0.100717063,-0.03833701,-0.953573251,0.346802848,0.475049799,-7.177135255
1159,-0.284535218,1.911591912,-0.953404705,0.346887012,0.475149817,-7.177295989
5655,-0.128382937,-0.044259395,-0.953316553,0.346931037,0.475194849,-7.177380046
12011,-0.127885516,-0.917097631,-0.953125626,0.347026401,0.475310197,-7.177562076
1179,-0.098452976,0.371361928,-0.953053618,0.347062372,0.47534419,-7.177630719
4653,-0.090371925,0.237306781,-0.952945231,0.347116521,0.475403078,-7.177734033
11707,0.16726498,0.211184232,0.952905833,0.347136205,0.475414761,-7.177771584
4664,-0.119428968,-0.164383578,-0.952859062,0.347159574,0.475431489,-7.177816161
10910,-0.096666865,0.029589052,-0.952777244,0.347200456,0.475466126,-7.177894134
30554,0.357931746,-0.036071895,0.952763797,0.347207175,0.475466126,-7.177906949
29500,0.150676786,-0.660439951,0.952674139,0.347251979,0.475512204,-7.177992387
20204,-0.118089286,0.017930556,-0.952333516,0.34742223,0.475730055,-7.178316905
43177,-0.52834375,1.037957108,-0.951717096,0.347730472,0.476136838,-7.178903901
23116,0.17606498,-0.499263072,0.951687205,0.347745423,0.476142015,-7.178932356
19920,0.093114881,-0.275237745,0.951622665,0.347777708,0.476170924,-7.178993792
1644,-0.144218254,-0.934571487,-0.951457967,0.347860104,0.47626844,-7.179150553
15409,-0.165420536,0.348112745,-0.951435388,0.347871401,0.476268609,-7.179172042
3264,-0.234374802,-0.019705882,-0.951215415,0.347981472,0.476404004,-7.179381368
29738,0.206920833,0.323990196,0.95117723,0.348000581,0.476414864,-7.1794177
29547,-0.148108333,-0.426488562,-0.951151849,0.348013284,0.476416952,-7.179441849
33851,-0.129277282,-0.199020016,-0.951101469,0.348038498,0.476436167,-7.179489781
13022,0.1992,0.149476307,0.951046962,0.348065779,0.47645821,-7.179541637
5897,0.121550992,0.153028186,0.951002106,0.348088231,0.476473642,-7.179584309
34081,-0.216458234,0.106451389,-0.950867148,0.348155787,0.476550811,-7.179712686
9179,-0.124142262,0.563633987,-0.950553986,0.348312581,0.476750118,-7.180010508
6480,-0.30488254,-1.346728758,-0.950454668,0.348362317,0.476802883,-7.180104942
17971,0.281021528,1.73036683,0.950199435,0.348490153,0.476962537,-7.18034758
4024,0.120868056,0.269470588,0.949989969,0.34859509,0.477080729,-7.180546662
4246,-0.162509821,-0.819084559,-0.949980704,0.348599732,0.477080729,-7.180555467
14111,0.119353373,-0.12573366,0.949960035,0.348610088,0.477080729,-7.18057511
8296,-0.209371429,0.486088235,-0.949879197,0.348650592,0.477119731,-7.180651927
23200,-0.14205744,-0.409447712,-0.949858477,0.348660974,0.477119731,-7.180671615
24799,-0.217460615,-0.452883578,-0.94981721,0.348681653,0.47713271,-7.180710827
17968,-0.395051389,1.828091503,-0.949541038,0.348820062,0.477306785,-7.1809732
2575,-0.148244345,-0.668868873,-0.949427193,0.348877129,0.477365816,-7.181081336
17906,-0.481033135,2.634387255,-0.94941029,0.348885602,0.477365816,-7.181097391
40353,-0.15203502,-0.261499183,-0.949245402,0.348968267,0.477449706,-7.181253985
11264,-0.396065179,2.595901144,-0.949243309,0.348969316,0.477449706,-7.181255973
6911,-0.123400496,0.364306781,-0.949087539,0.349047422,0.477541239,-7.181403884
9494,-0.273235317,0.247280229,-0.949051382,0.349065553,0.477550717,-7.181438213
21628,0.137418254,0.857022876,0.948979532,0.349101585,0.477584683,-7.181506429
3911,-0.146906448,-0.349927696,-0.948809991,0.349186618,0.477685679,-7.181667372
36289,-0.18847629,0.13869281,-0.9486686,0.349257542,0.47776737,-7.181801573
27960,-0.168299702,-0.642679739,-0.948590362,0.349296792,0.477805727,-7.181875824
32366,-0.402036806,2.422374183,-0.94854058,0.349321768,0.477824557,-7.181923065
18966,-0.091045437,0.082964869,-0.948430855,0.349376821,0.477884527,-7.182027184
20234,0.211870238,-0.127006536,0.948287039,0.349448989,0.477967901,-7.182163635
23030,0.338752183,-0.447517974,0.948261078,0.349462017,0.477970383,-7.182188264
26893,0.426040575,0.448847222,0.948139196,0.349523186,0.478038707,-7.182303884
25899,-0.33327371,-0.967690768,-0.948011572,0.349587246,0.478110979,-7.182424938
19998,-0.092579067,-0.578897876,-0.947982468,0.349601855,0.478115618,-7.182452541
4508,0.21371746,-0.034676471,0.947905872,0.349640306,0.478152862,-7.182525183
16715,-0.134589087,0.733187908,-0.947737248,0.349724965,0.478253294,-7.182685085
39582,0.33834375,1.977050654,0.947646205,0.34977068,0.478285228,-7.182771407
11511,-0.150124504,-0.342222222,-0.947646047,0.349770759,0.478285228,-7.182771557
16621,-0.140120933,-0.228136438,-0.947617415,0.349785136,0.478289544,-7.182798703
26155,0.248722321,-0.66777451,0.947574724,0.349806574,0.478301547,-7.182839176
43053,0.184656746,-0.665978758,0.947555242,0.349816358,0.478301547,-7.182857645
9665,-0.127999603,0.704167892,-0.947454911,0.349866745,0.478355097,-7.182952757
32935,0.223216567,-0.566836601,0.947404174,0.349892227,0.478374593,-7.18300085
29164,0.128053075,0.004710376,0.947077657,0.350056248,0.478583491,-7.183310297
9888,-0.278114782,1.187705065,-0.946985103,0.35010275,0.478631715,-7.183397993
4170,-0.11011498,-0.271489379,-0.946900347,0.350145338,0.478674585,-7.183478294
8106,-0.135900794,0.063707516,-0.946707697,0.350242153,0.478791582,-7.183660792
4265,0.160069544,0.364971405,0.946612091,0.350290206,0.478841915,-7.183751347
33121,-0.184639484,-0.29411969,-0.94653619,0.350328358,0.478866466,-7.183823232
13462,0.341590774,0.270915441,0.946531658,0.350330636,0.478866466,-7.183827524
25646,0.226987004,0.287758987,0.946445936,0.350373728,0.47891001,-7.183908703
29442,-0.282959127,-0.668565359,-0.946139768,0.350527665,0.479105057,-7.184198589
7474,-0.135056548,0.947110703,-0.946049081,0.35057327,0.479152025,-7.184284436
26661,0.162001984,-0.406855801,0.945946933,0.350624643,0.479206874,-7.184381122
12784,0.335153175,0.286725082,0.945878811,0.350658906,0.479238336,-7.184445597
1146,-0.350108631,-0.168874183,-0.945842251,0.350677296,0.479248102,-7.184480198
26872,-0.143340873,-0.001697712,-0.945761846,0.350717741,0.479288009,-7.184556289
22882,-0.184400298,0.059115605,-0.945665287,0.350766316,0.479339022,-7.184647659
40806,-0.300139583,-0.348204248,-0.945589623,0.350804383,0.479375674,-7.184719252
32988,0.157364087,0.574352533,0.945367791,0.350916003,0.479512831,-7.184929114
28681,-0.129084226,-0.66999469,-0.945300518,0.350949858,0.479543718,-7.184992748
9617,-0.098081448,-0.140801062,-0.94527734,0.350961523,0.479544284,-7.185014672
38181,-0.343391071,0.15452451,-0.944930419,0.351136147,0.479753183,-7.185342751
12655,-0.296565972,0.662443627,-0.944928886,0.351136919,0.479753183,-7.185344201
30955,0.149402778,-0.29859232,0.944879865,0.351161598,0.479771523,-7.185390549
22242,0.325468452,-0.164078023,0.944568274,0.351318495,0.479970497,-7.185685104
34759,-0.1022375,-0.455151961,-0.944120354,0.35154412,0.480263352,-7.186108373
5241,-0.103137302,-0.311314134,-0.94402173,0.351593812,0.480315843,-7.186201544
3218,-0.237819742,1.200226307,-0.943954896,0.351627489,0.480343951,-7.186264678
10061,-0.131370238,-0.354825572,-0.943920828,0.351644655,0.480343951,-7.186296857
29548,0.172323115,-0.365752451,0.943913805,0.351648195,0.480343951,-7.186303491
36055,0.138970536,0.236175245,0.94381316,0.351698915,0.480397838,-7.186398551
11509,-0.234125397,-0.804472631,-0.943679372,0.351766344,0.480474545,-7.1865249
25334,-0.130357341,-0.167457108,-0.943561369,0.351825825,0.48054039,-7.186636328
14482,0.420382738,1.751200163,0.943472204,0.351870774,0.480586383,-7.186720515
32083,-0.138259524,-0.74450817,-0.943160471,0.352027952,0.480785652,-7.187014787
2188,-0.192355952,-0.606876225,-0.942839912,0.352189628,0.480965743,-7.187317294
36273,-0.143357837,1.041859886,-0.942838808,0.352190185,0.480965743,-7.187318336
16013,-0.143778075,0.617303513,-0.942796731,0.352211411,0.480965743,-7.187358036
23856,-0.08810119,-0.296457516,-0.942780053,0.352219824,0.480965743,-7.187373772
28893,0.171759524,0.446343954,0.942777039,0.352221345,0.480965743,-7.187376615
39947,-0.162716766,-0.059566993,-0.942747258,0.352236368,0.480965743,-7.187404712
4204,-0.147855655,0.479982843,-0.942742436,0.352238801,0.480965743,-7.187409262
26275,-0.103373016,0.191767974,-0.942645,0.352287958,0.481017455,-7.187501182
25941,-0.275957044,-0.560545343,-0.942510733,0.352355703,0.481081113,-7.187627834
4826,-0.107871329,0.513678922,-0.942507861,0.352357153,0.481081113,-7.187630544
28141,-0.355717262,0.173479575,-0.942456563,0.352383038,0.481101044,-7.187678927
1399,-0.11349494,-0.359388072,-0.942194356,0.352515368,0.481266297,-7.1879262
15908,0.090300099,-0.074397467,0.942107428,0.352559246,0.481310785,-7.188008163
14002,-0.185007341,-0.242094771,-0.941886113,0.352670974,0.481447894,-7.188216803
11766,0.112691667,0.290356618,0.941797015,0.352715961,0.481493887,-7.188300786
10447,0.164164187,0.154781046,0.941754068,0.352737646,0.481508069,-7.188341264
855,0.396571131,0.764897467,0.941590417,0.352820289,0.481596728,-7.188495493
27206,-0.275931052,0.225468137,-0.94153237,0.352849605,0.481596728,-7.188550192
7384,0.187904563,0.132918301,0.941530729,0.352850434,0.481596728,-7.188551737
9184,-0.29826756,0.678823529,-0.941527911,0.352851857,0.481596728,-7.188554393
12829,0.214352183,-1.022772059,0.941513592,0.352859089,0.481596728,-7.188567885
12327,-0.292007738,0.051653186,-0.941484131,0.352873969,0.481601616,-7.188595645
37123,-0.104663988,-0.400993464,-0.941429427,0.3529016,0.481623905,-7.188647188
25356,0.272817956,-1.941763889,0.941362978,0.352935165,0.481654291,-7.188709794
20220,-0.14391627,-1.124462418,-0.941298017,0.35296798,0.481683652,-7.188770994
10255,0.155377083,-0.118558007,0.941109266,0.35306334,0.481795878,-7.188948793
25210,-0.104399901,-0.910104167,-0.941090495,0.353072824,0.481795878,-7.188966473
20244,-0.23253631,-0.175418301,-0.940981583,0.353127857,0.481855548,-7.189069048
41200,-0.189295635,-0.135778595,-0.940931509,0.353153161,0.481874651,-7.189116205
